Key,Region,Season,Day,Prompt,LLM Result (raw),N Predicted Steps,MAE Penalised,MAE Matched,Step Coverage %,Extraction OK,Model,Prompting,Elapsed (s)
energy_DE_LU_2023-01-29_00:30,DE_LU,Winter,Monday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Monday. Is weekend: No.
Historical average load: 51916.51 MW.","53615.37, 53125.69, 52835.98, 52455.31, 51974.65, 51594.01, 51223.38, 50852.76, 50582.14, 50311.52, 49940.9, 49569.28, 49208.57, 48847.86, 48586.15, 48324.44, 48062.74, 47799.96, 47537.28, 47275.6, 47013.92, 46751.24, 46488.56, 46225.88, 45952.22, 45679.56, 45406.92, 45133.28, 44859.62, 44585.96, 44",0,63011.6031,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,64.70
energy_DE_LU_2023-03-10_00:30,DE_LU,Spring,Saturday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Saturday. Is weekend: Yes.
Historical average load: 57935.89 ","Here are the predicted electricity loads:

57935.89, 56345.67, 54851.23, 53452.38, 52063.51, 50676.65, 49289.78, 47902.93, 46515.07, 45127.21, 43739.34, 42351.47, 40963.61, 39575.74, 38187.87, 36800.01, 35412.14, 34024.27, 32636.39, 31248.52, 29860.65, 28472.78, 27084.91, 26700.04, 26317.17, 25934.2",0,51624.8263,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,67.73
energy_DE_LU_2023-01-30_00:30,DE_LU,Winter,Tuesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Tuesday. Is weekend: No.
Historical average load: 57614.83 MW","57614.81, 51543.92, 49551.14, 47371.35, 45151.53, 43081.63, 41421.78, 39851.93, 38281.08, 36951.23, 35731.37, 34521.52, 33451.67, 32451.82, 31691.97, 31131.12, 30811.27, 30591.42, 30431.57, 30251.72, 30121.87, 30051.02, 29951.17, 29851.32, 29751.47, 29691.62, 29631.77, 29561.92, 29511.07, 29461.22, ",0,62566.9562,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,66.22
energy_DE_LU_2023-03-11_00:30,DE_LU,Spring,Sunday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Sunday. Is weekend: Yes.
Historical average load: 55349.51 MW","55049.68, 55691.31, 56233.94, 56875.56, 57417.18, 58059.7, 58601.92, 59143.54, 59685.16, 60226.78, 60868.4, 61410.92, 61953.54, 62496.16, 63038.68, 63580.92, 64123.54, 65666.92, 67209.54, 68752.92, 70396.54, 72039.92",0,47958.1069,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,56.26
energy_DE_LU_2023-01-31_00:30,DE_LU,Winter,Wednesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Wednesday. Is weekend: No.
Historical average load: 62968.16 ","62571.11, 62829.95, 63246.79, 63463.64, 63550.38, 63807.92, 64135.56, 64353.2, 64719.84, 64947.58, 65235.32, 65453.96, 65811.6, 66130.34, 66468.08, 66826.82, 67054.56, 67382.3, 67830.95, 68058.69, 68427.33, 68755.97, 69124.61, 69452.25, 69810.89, 70139.53, 70528.17, 70906.81, 71284.45, 71732.09, 721",0,62794.3585,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,55.50
energy_DE_LU_2023-03-12_00:30,DE_LU,Spring,Monday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Monday. Is weekend: No.
Historical average load: 49369.96 MW.","Here are the predicted electricity loads (MW) for each of the next 48 time steps:

54.31, 53.21, 52.34, 51.37, 50.41, 49.45, 48.52, 47.58, 46.65, 45.73, 44.8, 43.88, 42.96, 42.03, 41.11, 40.18, 39.26, 38.33, 37.41, 36.49, 35.56, 34.64, 33.71, 32.79, 31.87, 30.95, 29.03, 28.11, 27.19, 26.27, 25.35, 2",0,59276.8440,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,65.93
energy_DE_LU_2023-02-01_00:30,DE_LU,Winter,Thursday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Thursday. Is weekend: No.
Historical average load: 62364.27 M","Here are the predicted electricity loads (MW) for the next 48 time steps:

57691.43, 59216.81, 60839.92, 62364.27, 63889.54, 65314.81, 66740.08, 68265.35, 69790.62, 71315.89, 72641.16, 74166.43, 75691.71, 77116.98, 78542.25, 79967.52, 81492.79, 82917.06, 84342.33, 85767.59, 87192.86, 88618.13, 90043",0,62786.1592,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,65.01
energy_DE_LU_2023-03-13_00:30,DE_LU,Spring,Tuesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Tuesday. Is weekend: No.
Historical average load: 53339.55 MW","53081.34, 52425.79, 51869.26, 51413.52, 51061.08, 50725.54, 50400.09, 50082.45, 49833.92, 49591.39, 49350.85, 49129.31, 48918.76, 48707.22, 48506.67, 48315.13, 48134.58, 47954.02, 47773.46, 47602.92, 47432.37, 47261.82, 47101.27, 46940.72, 46779.18, 46618.63, 46457.08, 46295.53, 46133.97, 45972.42, ",0,59865.8712,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,66.04
energy_DE_LU_2023-02-02_00:30,DE_LU,Winter,Friday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Friday. Is weekend: No.
Historical average load: 63303.5 MW.
","64912.85, 65430.34, 65867.91, 66223.59, 66579.26, 66943.94, 67319.62, 67693.3, 68067.96, 68440.63, 68812.29, 69183.95, 69554.62, 69925.28, 70295.96, 70665.63, 71025.29, 71394.96, 71763.63, 72132.29, 72499.96, 72867.63, 73235.29, 73602.96, 73969.63, 74336.29, 74602.96, 74869.63",0,62062.6023,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,63.13
energy_DE_LU_2023-03-14_00:30,DE_LU,Spring,Wednesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Wednesday. Is weekend: No.
Historical average load: 59795.24 ","Here are the next 48 electricity load predictions:

54.32, 59.17, 63.91, 68.45, 72.08, 76.22, 80.37, 84.51, 88.66, 92.82, 96.98, 101.13, 105.29, 109.44, 113.58, 117.73, 121.88, 126.02, 130.18, 134.32, 138.47, 142.62, 146.77, 150.92, 155.07, 159.22, 163.37, 167.52, 171.67, 175.83, 180.03, 184.18, 188",0,59795.1742,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,57.72
energy_DE_LU_2023-02-03_00:30,DE_LU,Winter,Saturday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Saturday. Is weekend: Yes.
Historical average load: 62344.18 ","Here are the 48 electricity load predictions:

62547.23, 61494.15, 60929.92, 60362.65, 59794.35, 59226.02, 58657.69, 58089.36, 57521.03, 56952.7, 56384.37, 55816.04, 55247.71, 54679.38, 54111.05, 53542.72, 52974.39, 52306.06, 51637.73, 50969.4, 50291.07, 49722.74, 49154.41, 48586.08, 48017.75, 47449",0,51948.4615,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,63.46
energy_DE_LU_2023-01-02_00:30,DE_LU,Winter,Tuesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Tuesday. Is weekend: No.
Historical average load: 46361.51 MW","46231.51, 46461.51, 46691.01, 46920.52, 47150.03, 47380.54, 47610.05, 47840.56, 48070.07, 48300.58, 48530.09, 48760.60, 49000.11, 49240.62, 49480.13, 49720.64, 49960.15, 50200.66, 50440.17, 50680.68, 50920.19, 51160.70, 51390.21, 51630.72, 51870.23, 52110.74, 52350.25, 52600.76, 52840.27, 53080.78, ",0,54499.1146,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,64.94
energy_DE_LU_2023-03-15_00:30,DE_LU,Spring,Thursday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Thursday. Is weekend: No.
Historical average load: 60200.01 M","60048.91, 59922.52, 59462.92, 59232.11, 59687.34, 49469.23, 49152.38, 49753.69, 50125.98, 51457.29, 53249.35, 55053.78, 57296.39, 59847.68, 61452.39, 63049.29, 64954.87, 66350.71, 67865.92, 69357.14, 71065.31, 72677.54, 74522.34, 76459.29, 78354.18, 79507.69",0,58801.0058,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,57.63
energy_DE_LU_2023-02-04_00:30,DE_LU,Winter,Sunday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Sunday. Is weekend: Yes.
Historical average load: 57072.4 MW.","50.3456, 51.2193, 52.8917, 53.6524, 54.3159, 55.0174, 55.7209, 56.4278, 57.1403, 58.8559, 59.5915, 60.3284, 61.0663, 62.8067, 63.5503, 64.2969, 65.0465, 65.8023, 66.5511, 67.3039, 68.0517, 69.8045, 70.5515, 71.3023, 72.0511, 73.7949, 74.5417, 75.2945, 76.0513, 77.8081, 78.5589, 79.3127, 80.0615, 80.",0,49802.4079,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,59.22
energy_DE_LU_2023-03-16_00:30,DE_LU,Spring,Friday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Friday. Is weekend: No.
Historical average load: 59121.48 MW.","58424.81, 59221.38, 59591.45, 59928.67, 60439.91, 60952.18, 61515.47, 62079.54, 62644.71, 63211.01, 63876.46, 64549.93, 65221.52, 65907.27, 66593.63, 67282.95, 68069.38, 68865.54, 69765.11, 70672.93, 71602.46, 72435.89, 73379.13, 74431.67, 75692.51, 77052.87, 78522.34, 80092.67, 81752.93, 83312.55, ",0,57544.3031,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,64.65
energy_DE_LU_2023-02-05_00:30,DE_LU,Winter,Monday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Monday. Is weekend: No.
Historical average load: 50222.0 MW.
","45691.83, 46451.92, 47619.35, 49021.53, 50486.09, 51925.92, 52791.53, 53949.52, 55122.98, 56459.15, 57603.92, 58841.98, 60086.03, 61224.02, 62462.97, 63702.53, 64940.87, 66178.92, 67417.53, 68656.07, 69894.52, 71132.95, 72371.53, 73510.87, 74749.92, 75988.53, 77127.07, 78346.52",0,59791.5669,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,60.17
energy_DE_LU_2023-03-17_00:30,DE_LU,Spring,Saturday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Saturday. Is weekend: Yes.
Historical average load: 58509.06 ","Here are the predicted electricity loads (MW) for each of the next 48 time steps:

47.82, 45.53, 43.24, 41.35, 39.46, 37.57, 35.68, 33.79, 31.9, 29.01, 26.12, 23.23, 20.34, 17.45, 14.56, 11.67, 8.78, 5.89, 3.0, 0.11, -1.22, -2.33, -3.44, -4.55, -5.66, -6.77, -7.88, -8.99, -9.1, -10.2, -11.3, -12.4, ",0,47388.7385,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,60.36
energy_DE_LU_2023-02-06_00:30,DE_LU,Winter,Tuesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Tuesday. Is weekend: No.
Historical average load: 54931.69 MW","54831.68, 54919.35, 55317.29, 56135.52, 57029.95, 57942.48, 59019.76, 59849.53, 60845.91, 61547.23, 62379.59, 63395.74, 64419.38, 65549.92, 66779.58, 68009.93, 69339.46, 70667.92, 71895.56, 73125.0, 74355.54, 75585.92, 76815.56, 78045.0, 79265.54, 80495.0",0,60871.0694,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,58.74
energy_DE_LU_2023-03-18_00:30,DE_LU,Spring,Sunday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Sunday. Is weekend: Yes.
Historical average load: 52394.7 MW.","56.23, 53.92, 51.31, 49.59, 47.17, 45.31, 43.67, 42.15, 40.63, 39.14, 37.69, 36.37, 34.95, 33.63, 32.32, 31.01, 29.71, 28.42, 27.13, 25.85, 24.57, 23.31, 22.05, 20.79, 19.53, 18.27, 17.03, 15.79, 14.55, 13.31, 12.07, 10.83, 9.59, 8.35, 7.12, 5.89, 5.65",0,44116.4515,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,56.93
energy_DE_LU_2023-02-07_00:30,DE_LU,Winter,Wednesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Wednesday. Is weekend: No.
Historical average load: 60644.14 ","57642.18, 58845.23, 60048.29, 61250.34, 62452.38, 63654.43, 64856.47, 66058.52, 67260.57, 68462.62, 69664.67, 70866.72, 72068.77, 73270.82, 74472.87, 75674.92, 76876.97, 78079.03, 79280.08, 80482.13, 81684.18, 82886.23, 84088.28, 85290.33, 86492.38, 87694.43, 88896.48, 90098.53, 91200.58, 92402.63, ",0,61769.2650,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,61.45
energy_DE_LU_2023-03-19_00:30,DE_LU,Spring,Monday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Monday. Is weekend: No.
Historical average load: 45191.77 MW.","Here are the 48 electricity load forecasts:

41.23, 39.56, 38.19, 37.72, 38.56, 40.29, 41.91, 43.78, 46.55, 48.91, 51.52, 53.47, 51.04, 50.45, 49.67, 48.79, 47.38, 46.29, 45.09, 44.44, 43.56, 42.79, 41.98, 40.95, 40.47, 39.73, 39.19, 38.55, 37.98, 37.72, 37.41, 36.78, 36.29, 35.92, 35.47, 34.91, 34.",41,55330.8494,56038.6056,85.4,False,llama3:8b-instruct-q2_K,zeroshot,65.09
energy_DE_LU_2023-02-08_00:30,DE_LU,Winter,Thursday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Thursday. Is weekend: No.
Historical average load: 61113.17 M","64415.39, 65534.67, 66825.98, 67945.19, 69315.36, 70585.22, 71865.38, 73145.49, 74495.69, 75835.88, 77165.15, 78495.39, 79915.59, 81335.78, 82765.98, 84195.19, 85625.38, 87055.59, 88485.78, 90015.98, 91545.19, 93065.38, 94595.59, 96125.78, 97655.98, 99185.19, 100615.38, 102145.59, 103675.78, 105005.",0,63214.2363,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,67.45
energy_DE_LU_2023-03-20_00:30,DE_LU,Spring,Tuesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Tuesday. Is weekend: No.
Historical average load: 49558.43 MW","48.33333333333333, 52.66666666666666, 55.33333333333333, 58.66666666666666, 61.33333333333333, 64.66666666666666, 67.33333333333333, 70.66666666666666, 74.33333333333333, 77.66666666666666, 80.33333333333333, 83.66666666666666, 86.33333333333333, 89.66666666666666, 92.33333333333333, 95.666666666666",0,56553.2538,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,80.45
energy_DE_LU_2023-02-09_00:30,DE_LU,Winter,Friday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Friday. Is weekend: No.
Historical average load: 62863.03 MW.","64421.58, 65461.93, 66741.08, 67361.49, 68031.94, 68771.46, 69431.25, 70061.23, 70661.08, 71341.45, 72031.24, 72761.09, 73441.28, 74121.49, 74861.04, 75541.23, 76271.09, 76931.45, 77621.26, 78351.98, 79031.09, 79761.46, 80431.25, 81161.09, 81831.49, 82561.08",0,61861.9642,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,73.60
energy_DE_LU_2023-03-21_00:30,DE_LU,Spring,Wednesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Wednesday. Is weekend: No.
Historical average load: 56145.15 ","56014.31, 55621.79, 55347.39, 55103.57, 54934.91, 54770.29, 54623.63, 54475.93, 54339.35, 54203.64, 54071.02, 53938.47, 53806.95, 53676.39, 53548.85, 53422.35, 53300.92, 53187.52, 53076.15, 52965.69, 52865.26, 52766.01, 52668.37, 52571.95, 52477.59, 52385.25, 52295.92, 52207.61, 52122.29, 52038.96, ",0,57216.4002,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,59.36
energy_DE_LU_2023-02-10_00:30,DE_LU,Winter,Saturday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Saturday. Is weekend: Yes.
Historical average load: 62623.22 ","49.42, 48.51, 47.59, 46.67, 45.74, 44.81, 43.88, 42.95, 41.93, 40.9, 39.87, 38.84, 37.81, 36.79, 35.77, 34.74, 33.72, 32.71, 31.69, 30.67, 29.65, 28.64, 27.62, 26.61, 25.59, 24.58, 23.57, 22.55, 21.54, 20.53, 19.52, 18.51, 17.51, 16.5, 15.49, 14.48, 13.47, 12.46, 11.46, 10.45",40,53667.7448,54577.5882,83.3,False,llama3:8b-instruct-q2_K,zeroshot,64.83
energy_DE_LU_2023-01-03_00:30,DE_LU,Winter,Wednesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Wednesday. Is weekend: No.
Historical average load: 54064.73 ","52.87, 53.65, 55.02, 56.39, 57.75, 59.12, 60.49, 61.85, 63.22, 64.58, 65.94, 67.31, 68.67, 70.03, 71.39, 72.75, 74.12, 75.48, 76.85, 78.22, 79.58, 81.03, 82.39, 83.75, 85.12, 86.48, 87.85, 89.22, 90.58, 92.03, 93.39, 94.75, 96.12",0,58906.7846,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,59.79
energy_DE_LU_2023-03-22_00:30,DE_LU,Spring,Thursday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Thursday. Is weekend: No.
Historical average load: 57004.0 MW","55008.23, 56432.55, 57976.88, 59530.12, 61053.38, 62477.61, 63901.94, 65226.27, 66551.6, 67876.93, 69201.27, 70426.5, 71651.93, 72876.25, 74101.59, 75226.92, 76451.25, 77676.59, 78901.92, 80026.25, 81251.58, 82476.92, 83701.25, 84926.58, 86151.92, 87376.25",0,57712.4660,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,54.26
energy_DE_LU_2023-02-11_00:30,DE_LU,Winter,Sunday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Sunday. Is weekend: Yes.
Historical average load: 57928.14 MW","Here are the 48 electricity load forecasts:

57928.14, 58394.53, 58871.92, 59428.31, 60025.69, 60682.09, 61339.49, 61996.89, 62753.29, 63310.69, 63967.09, 64623.49, 65280.89, 65937.29, 66594.49, 67251.89, 67908.29, 68565.49, 69222.89, 69879.29, 70536.49, 71253.09, 71909.49, 72566.89, 73223.29, 73880",0,48345.9215,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,59.68
energy_DE_LU_2023-01-04_00:30,DE_LU,Winter,Thursday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Thursday. Is weekend: No.
Historical average load: 56707.73 M","Here are the predicted electricity loads (MW) for each of the next 48 time steps:

48.00, 46.35, 44.71, 43.08, 41.45, 39.83, 38.21, 36.59, 34.98, 33.36, 31.74, 30.12, 28.51, 26.90, 25.29, 23.68, 22.06, 20.45, 18.85, 17.25, 15.65, 14.04, 12.43, 10.82, 9.31, 7.71, 6.21, 4.61, 3.02, 1.43, 0.84, -0.24, ",45,56115.4119,56763.4260,93.8,False,llama3:8b-instruct-q2_K,zeroshot,70.75
energy_DE_LU_2023-03-23_00:30,DE_LU,Spring,Friday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Friday. Is weekend: No.
Historical average load: 57535.43 MW.","56.23, 53.17, 51.91, 50.85, 49.51, 48.55, 47.39, 46.33, 45.27, 44.21, 43.15, 42.09, 40.93, 39.87, 38.71, 37.65, 36.59, 35.53, 34.47, 33.41, 32.35, 31.29, 30.23, 29.17, 28.11, 27.05, 26.01, 24.95, 23.89, 22.83, 21.77, 20.71, 19.65, 18.59, 17.53, 16.47, 15.41, 14.35, 13.29, 12.23, 11.17, 10.11",42,56565.0660,57597.4105,87.5,False,llama3:8b-instruct-q2_K,zeroshot,71.09
energy_DE_LU_2023-02-12_00:30,DE_LU,Winter,Monday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Monday. Is weekend: No.
Historical average load: 50230.29 MW.","57663.21, 59314.85, 60945.59, 62445.93, 63915.49, 65161.98, 66565.82, 67919.63, 69352.37, 70695.91, 72025.51, 73355.15, 74685.69, 76015.23, 77345.87, 78765.51, 80095.15, 81424.69, 82755.21, 84085.93, 85415.55, 86745.19, 88075.73, 89405.27, 90735.91, 92065.55",0,58449.1317,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,59.90
energy_DE_LU_2023-01-05_00:30,DE_LU,Winter,Friday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Friday. Is weekend: No.
Historical average load: 57927.7 MW.
","Here are the predicted electricity loads:

38.53, 45.19, 52.87, 59.57, 66.25, 72.92, 79.61, 86.29, 92.96, 99.62, 106.29, 112.94, 119.59, 126.25, 132.92, 139.57, 146.25, 152.92, 159.58, 166.25, 172.92, 179.57, 186.25, 192.92, 199.58, 206.25, 213.92, 220.57",0,53716.6158,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,51.73
energy_DE_LU_2023-03-24_00:30,DE_LU,Spring,Saturday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Saturday. Is weekend: Yes.
Historical average load: 57395.74 ","56.23, 52.78, 49.35, 47.62, 45.98, 43.53, 42.19, 40.79, 39.39, 37.94, 36.62, 35.32, 34.03, 32.75, 31.48, 30.23, 29.03, 27.85, 26.68, 25.54, 24.42, 23.32, 22.24, 21.18, 20.13, 19.09, 18.04, 16.96, 15.92, 15.02, 14.09, 13.18, 12.27, 11.37, 10.48, 9.61, 8.77, 8.01, 7.26, 6.54, 5.85, 5.19, 4.54, 3.92, 3",45,48597.1100,48954.8613,93.8,False,llama3:8b-instruct-q2_K,zeroshot,60.87
energy_DE_LU_2023-02-13_00:30,DE_LU,Winter,Tuesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Tuesday. Is weekend: No.
Historical average load: 53496.88 MW","53496.88, 45103.21, 44172.39, 43861.83, 43395.78, 43608.51, 44035.65, 44211.91, 45198.93, 46349.21, 48103.26, 50591.08, 55503.63, 59378.35, 62470.17, 64079.01, 65879.06, 66268.06, 66215.95, 66560.01, 66607.79, 66716.57, 67109.09, 67307.93, 66530.05, 66380.17, 65708.73, 64661.08, 64189.04, 63806.49, ",46,3910.4512,1903.0780,95.8,False,llama3:8b-instruct-q2_K,zeroshot,77.51
energy_DE_LU_2023-01-06_00:30,DE_LU,Winter,Saturday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Saturday. Is weekend: Yes.
Historical average load: 54647.62 ","55551.87, 56520.42, 57349.95, 57931.08, 58379.29, 58826.53, 59242.82, 59703.91, 60329.11, 60871.33, 61252.97, 61793.79, 62433.94, 62862.13, 63396.36, 64039.52, 64679.92, 65322.14, 65863.38, 66503.62, 67143.92, 67782.17, 68421.43, 69059.67, 69797.94, 70435.29, 71073.54, 71609.85, 72145.11, 72779.37, ",0,48540.8071,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,77.36
energy_DE_LU_2023-03-25_00:30,DE_LU,Spring,Sunday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Sunday. Is weekend: Yes.
Historical average load: 52485.21 MW","49.23, 53.18, 56.14, 58.91, 61.68, 64.47, 67.28, 70.13, 72.94, 75.76, 78.62, 81.51, 84.43, 87.37, 90.32, 93.29, 96.28, 99.29, 102.33, 105.38, 108.44, 111.52, 114.62, 117.73, 120.85, 123.99, 127.14, 130.3, 133.47, 136.64, 139.83, 142.04, 144.28, 146.54, 148.82",0,46014.0965,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,64.62
energy_DE_LU_2023-02-14_00:30,DE_LU,Winter,Wednesday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Wednesday. Is weekend: No.
Historical average load: 58817.4 M","Here are the predicted electricity loads:

48.321, 53.219, 59.123, 62.987, 65.452, 69.261, 72.394, 75.632, 78.595, 81.538, 84.452, 87.364, 90.282, 93.202, 96.127, 99.059, 101.983, 104.907, 107.832, 110.757, 113.684, 116.616, 119.551, 122.483, 125.421, 128.354, 131.292, 134.233, 137.159, 140.092, 143",0,59349.7685,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,59.53
energy_DE_LU_2023-01-07_00:30,DE_LU,Winter,Sunday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Winter. Day: Sunday. Is weekend: Yes.
Historical average load: 50979.93 MW","56.32, 53.98, 51.64, 49.3, 46.96, 44.64, 42.32, 39.96, 37.64, 35.32, 32.96, 30.64, 28.32, 25.96, 23.64, 21.32, 18.96, 16.64, 14.32, 11.96, 9.64, 7.32, 4.96, 2.64, 0.32, -1.96, -3.64, -5.32, -7.96, -9.64, -11.32, -13.96, -15.64, -17.32, -19.96, -21.64, -23.32, -25.96, -27.64",0,47286.7833,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,61.91
energy_DE_LU_2023-03-26_00:30,DE_LU,Spring,Monday,"The following is electricity load data (MW) recorded at 30-minute intervals in the DE_LU bidding zone.
Region: DE_LU. Season: Spring. Day: Monday. Is weekend: No.
Historical average load: 47033.67 MW.","Here are the next 48 electricity load forecasts in MW, comma-separated:

47033.67, 44432.15, 42861.63, 41631.19, 40541.65, 39571.04, 38551.32, 37631.65, 36841.99, 36231.29, 35731.56, 35431.85, 34991.38, 34731.65, 34351.92, 34121.56, 33901.29, 33631.57, 33451.99, 33231.29, 33011.56, 32811.56, 32631.2",0,56936.5375,N/A,0.0,False,llama3:8b-instruct-q2_K,zeroshot,62.97
